"Time","keycloak-metrics-https/keycloak:9000 name=G1 Concurrent GC"
2025-04-09 11:20:22,2
2025-04-09 11:20:23,2
2025-04-09 11:20:24,2
2025-04-09 11:20:25,2
2025-04-09 11:20:26,2
2025-04-09 11:20:27,2
2025-04-09 11:20:28,2
2025-04-09 11:20:29,4
2025-04-09 11:20:30,4
2025-04-09 11:20:31,4
2025-04-09 11:20:32,4
2025-04-09 11:20:33,4
2025-04-09 11:20:34,4
2025-04-09 11:20:35,4
2025-04-09 11:20:36,4
2025-04-09 11:20:37,4
2025-04-09 11:20:38,4
2025-04-09 11:20:39,4
2025-04-09 11:20:40,4
2025-04-09 11:20:41,4
2025-04-09 11:20:42,4
2025-04-09 11:20:43,4
2025-04-09 11:20:44,4
2025-04-09 11:20:45,4
2025-04-09 11:20:46,4
2025-04-09 11:20:47,4
2025-04-09 11:20:48,4
2025-04-09 11:20:49,4
2025-04-09 11:20:50,4
2025-04-09 11:20:51,4
2025-04-09 11:20:52,4
2025-04-09 11:20:53,4
2025-04-09 11:20:54,4
2025-04-09 11:20:55,4
2025-04-09 11:20:56,4
2025-04-09 11:20:57,4
2025-04-09 11:20:58,4
2025-04-09 11:20:59,4
2025-04-09 11:21:00,4
2025-04-09 11:21:01,4
2025-04-09 11:21:02,4
2025-04-09 11:21:03,4
2025-04-09 11:21:04,4
2025-04-09 11:21:05,4
2025-04-09 11:21:06,4
2025-04-09 11:21:07,4
2025-04-09 11:21:08,4
2025-04-09 11:21:09,4
2025-04-09 11:21:10,4
2025-04-09 11:21:11,4
2025-04-09 11:21:12,4
2025-04-09 11:21:13,4
2025-04-09 11:21:14,4
2025-04-09 11:21:15,4
2025-04-09 11:21:16,4
2025-04-09 11:21:17,4
2025-04-09 11:21:18,4
2025-04-09 11:21:19,4
2025-04-09 11:21:20,4
2025-04-09 11:21:21,4
2025-04-09 11:21:22,4
2025-04-09 11:21:23,4
2025-04-09 11:21:24,4
2025-04-09 11:21:25,4
2025-04-09 11:21:26,4
2025-04-09 11:21:27,4
2025-04-09 11:21:28,4
2025-04-09 11:21:29,4
2025-04-09 11:21:30,4
2025-04-09 11:21:31,4
2025-04-09 11:21:32,4
2025-04-09 11:21:33,4
2025-04-09 11:21:34,4
2025-04-09 11:21:35,4
2025-04-09 11:21:36,4
2025-04-09 11:21:37,4
2025-04-09 11:21:38,4
2025-04-09 11:21:39,4
2025-04-09 11:21:40,4
2025-04-09 11:21:41,4
2025-04-09 11:21:42,4
2025-04-09 11:21:43,4
2025-04-09 11:21:44,4
2025-04-09 11:21:45,4
2025-04-09 11:21:46,4
2025-04-09 11:21:47,4
2025-04-09 11:21:48,4
2025-04-09 11:21:49,4
2025-04-09 11:21:50,4
2025-04-09 11:21:51,4
2025-04-09 11:21:52,4
2025-04-09 11:21:53,4
2025-04-09 11:21:54,4
2025-04-09 11:21:55,4
2025-04-09 11:21:56,4
2025-04-09 11:21:57,4
2025-04-09 11:21:58,4
2025-04-09 11:21:59,4
2025-04-09 11:22:00,4
2025-04-09 11:22:01,4
2025-04-09 11:22:02,4
2025-04-09 11:22:03,4
2025-04-09 11:22:04,4
2025-04-09 11:22:05,4
2025-04-09 11:22:06,4
2025-04-09 11:22:07,4
2025-04-09 11:22:08,4
2025-04-09 11:22:09,4
2025-04-09 11:22:10,4
2025-04-09 11:22:11,4
2025-04-09 11:22:12,4
2025-04-09 11:22:13,4
2025-04-09 11:22:14,4
2025-04-09 11:22:15,4
2025-04-09 11:22:16,4
2025-04-09 11:22:17,4
2025-04-09 11:22:18,4
2025-04-09 11:22:19,4
2025-04-09 11:22:20,4
2025-04-09 11:22:21,4
2025-04-09 11:22:22,4
